protein_id	Scer	Spom	Nirr	CneoH99	Ztri	Ncra	Cimm	Ccin	Afum	Amega	Mcir
AC1KRY_001208	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001218	1	0	0	1	1	1	1	0	1	1	0
AC1KRY_001220	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001221	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001233	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001268	0	1	1	1	1	1	1	1	1	1	1
AC1KRY_001285	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001308	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001319	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001348	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001365	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001366	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001384	0	0	1	0	1	1	1	1	1	1	1
AC1KRY_001396	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001405	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001421	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001422	1	0	1	0	0	0	0	0	0	0	1
AC1KRY_001481	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001493	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001508	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001516	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001524	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001537	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001543	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001549	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001564	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001581	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001610	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001614	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001615	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001629	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001658	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001662	0	0	1	1	1	1	1	1	1	1	1
AC1KRY_001667	0	0	0	0	0	0	0	1	0	0	0
AC1KRY_001668	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001670	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001677	0	0	0	1	1	1	0	1	1	1	0
AC1KRY_001680	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001683	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001701	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001730	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001753	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001767	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001772	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001774	1	1	1	1	1	1	1	1	1	1	1
AC1KRY_001775	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001792	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001824	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001860	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001871	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001872	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001875	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001905	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001909	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001933	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001935	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001955	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001962	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_001976	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002022	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002028	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002046	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002054	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002072	0	0	0	0	0	0	0	0	0	1	0
AC1KRY_002085	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002099	1	1	1	1	1	1	1	1	1	1	1
AC1KRY_002115	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002123	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002124	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002134	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002149	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002155	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002165	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002192	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002193	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002202	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002234	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002252	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002259	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002263	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002278	0	0	0	0	0	0	0	0	0	1	0
AC1KRY_002309	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002318	0	0	0	0	0	0	0	0	1	0	0
AC1KRY_002325	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002326	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002341	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002355	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002358	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002415	0	0	0	0	1	1	0	0	0	0	0
AC1KRY_002432	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002449	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002540	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002552	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002554	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002556	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002558	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002599	1	1	1	1	1	1	1	1	1	1	1
AC1KRY_002601	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002602	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002614	0	0	0	0	1	1	1	0	1	1	0
AC1KRY_002631	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002639	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002654	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002660	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002664	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002703	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002715	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002737	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002739	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002751	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002758	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002775	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002778	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002780	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002814	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002823	0	0	0	0	1	0	0	0	0	0	0
AC1KRY_002878	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002886	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002887	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002893	0	0	0	0	1	1	0	0	1	0	1
AC1KRY_002895	1	1	0	0	1	1	1	0	1	1	0
AC1KRY_002902	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002909	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002912	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002970	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_002979	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003017	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003021	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003038	1	1	1	0	1	1	1	0	1	1	1
AC1KRY_003061	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003092	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003104	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003105	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003128	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003132	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003135	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003162	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003177	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003217	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003229	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003232	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003304	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003305	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003321	1	1	1	1	1	1	1	1	1	1	1
AC1KRY_003324	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003328	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003335	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003336	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003342	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003346	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003361	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003383	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003390	0	0	0	0	1	1	0	0	1	0	1
AC1KRY_003394	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003396	0	0	0	1	1	1	0	0	1	1	0
AC1KRY_003400	0	0	0	1	0	0	0	0	1	0	0
AC1KRY_003404	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003405	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003410	0	1	1	1	1	1	1	0	1	1	0
AC1KRY_003438	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003444	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003448	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003452	1	1	1	1	1	1	1	1	1	1	1
AC1KRY_003453	0	0	0	0	1	1	0	1	1	0	1
AC1KRY_003454	1	1	1	1	1	1	1	1	1	1	1
AC1KRY_003490	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003491	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003497	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003520	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003521	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003523	1	1	1	0	1	1	1	0	1	1	0
AC1KRY_003530	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003545	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003562	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003567	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003595	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003633	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003634	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003637	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003652	0	0	0	0	1	1	1	1	1	1	0
AC1KRY_003674	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003675	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003715	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003767	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003768	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003771	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003804	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003805	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003807	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003810	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003819	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003825	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003827	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003847	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003853	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003892	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003923	1	1	1	1	1	1	1	1	1	1	1
AC1KRY_003944	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003951	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003957	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003971	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003977	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003978	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003979	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_003983	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004027	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004044	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004051	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004079	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004086	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004103	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004169	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004203	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004204	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004226	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004233	0	0	0	0	1	1	1	0	1	1	1
AC1KRY_004241	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004244	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004277	0	0	0	0	1	1	0	0	0	0	0
AC1KRY_004286	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004295	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004297	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004320	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004351	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004360	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004374	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004378	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004382	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004396	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004414	0	1	0	0	1	0	0	0	1	0	0
AC1KRY_004428	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004443	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004480	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004493	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004494	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004505	0	0	0	0	1	0	0	0	1	1	0
AC1KRY_004571	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004578	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004588	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004590	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004592	1	0	0	0	1	1	0	1	1	1	1
AC1KRY_004606	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004613	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004618	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004625	1	1	1	1	1	1	1	1	1	1	1
AC1KRY_004628	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004638	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004652	0	0	0	1	0	1	0	0	1	0	0
AC1KRY_004702	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004704	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004717	0	1	0	0	0	1	0	0	0	0	1
AC1KRY_004721	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004725	1	0	0	1	1	1	1	0	1	1	0
AC1KRY_004739	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004776	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004777	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004780	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004788	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004789	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004807	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004830	0	0	0	0	1	0	0	0	0	0	0
AC1KRY_004834	1	1	0	1	1	1	1	0	1	1	0
AC1KRY_004884	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004906	1	0	0	1	1	1	1	0	1	1	0
AC1KRY_004907	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004911	1	0	0	1	1	1	1	0	1	1	0
AC1KRY_004918	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004935	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004939	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004946	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004959	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004978	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_004996	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_005001	1	1	1	1	1	1	1	1	1	1	1
AC1KRY_005004	1	1	1	1	1	1	1	0	1	1	1
AC1KRY_005008	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_005009	1	1	1	1	1	1	1	1	1	1	1
AC1KRY_005013	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_005014	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_005015	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_005019	0	0	0	0	1	0	0	0	0	0	1
AC1KRY_005022	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_005025	0	0	1	0	0	0	0	0	0	0	0
AC1KRY_005026	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_005034	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_005043	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_005045	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_005052	0	0	0	0	0	0	0	0	0	0	0
AC1KRY_005078	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000001	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000057	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000069	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000077	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000086	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000095	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000097	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000101	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000130	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000131	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000148	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000155	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000159	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000192	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000218	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000227	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000246	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000254	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000257	1	0	0	1	1	1	1	0	1	1	0
AC1KRZ_000269	0	0	0	0	0	0	0	0	0	1	0
AC1KRZ_000300	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000309	0	0	0	0	0	0	0	0	1	0	0
AC1KRZ_000314	0	0	0	1	1	1	0	1	1	0	0
AC1KRZ_000316	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000317	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000326	0	0	0	0	1	0	0	0	0	0	0
AC1KRZ_000333	0	0	0	0	1	1	0	0	1	1	0
AC1KRZ_000337	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000338	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000347	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000374	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000390	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000392	1	1	1	1	1	1	1	1	1	1	1
AC1KRZ_000415	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000436	1	0	0	0	0	0	1	1	0	0	0
AC1KRZ_000442	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000468	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000497	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000498	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000513	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000534	0	0	1	0	1	1	0	0	1	0	0
AC1KRZ_000535	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000537	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000562	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000565	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000577	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000603	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000627	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000634	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000732	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000743	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000797	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000801	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000802	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000816	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000845	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000849	0	0	1	1	1	1	1	1	1	1	1
AC1KRZ_000854	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000960	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000972	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000976	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_000999	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001001	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001026	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001039	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001042	0	0	0	0	1	0	0	0	0	0	1
AC1KRZ_001051	0	0	0	0	0	0	0	0	0	0	0
AC1KRZ_001063	0	0	0	0	0	0	0	0	0	0	0
