protein_id	source_proteome	AOBS17_30	AOBS82_9	Afum	Cimm	Ncra	Nirr	Scer	Spom	Ztri	gene_name	product_description	function_source	Best_Swissprot	Pfam_Names	Pfam_Accessions	Pfam_Evalues
AC1KRY_000082	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000083	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000086	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000106	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000108	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000110	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_000113	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000115	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_000118	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000119	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000122	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000123	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_000124	AOBS17_30	1	0	1	1	0	1	1	1	0							
AC1KRY_000125	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_000127	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000128	AOBS17_30	1	1	0	0	0	1	0	1	1							
AC1KRY_000129	AOBS17_30	1	1	1	1	1	1	1	1	0							
AC1KRY_000132	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000136	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000137	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_000139	AOBS17_30	1	1	1	1	0	1	0	0	0							
AC1KRY_000140	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_000141	AOBS17_30	1	1	1	1	0	1	1	1	1							
AC1KRY_000144	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000148	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000152	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000156	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000157	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000158	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000160	AOBS17_30	1	0	0	0	0	1	0	1	0							
AC1KRY_000161	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000162	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000164	AOBS17_30	1	1	0	0	0	1	1	0	0							
AC1KRY_000165	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000166	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000168	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000171	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_000172	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000177	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000180	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000181	AOBS17_30	1	1	1	1	0	1	1	1	1							
AC1KRY_000184	AOBS17_30	1	0	1	0	1	1	1	0	1							
AC1KRY_000185	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000187	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000194	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000197	AOBS17_30	1	1	0	0	0	1	1	1	0							
AC1KRY_000198	AOBS17_30	1	1	1	1	0	1	1	1	0							
AC1KRY_000202	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000203	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000204	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000209	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000210	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000212	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_000215	AOBS17_30	1	1	1	0	1	1	0	0	1							
AC1KRY_001304	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001310	AOBS17_30	1	1	0	0	0	1	0	1	0							
AC1KRY_001311	AOBS17_30	1	1	1	0	0	1	1	1	1							
AC1KRY_001312	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001313	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001316	AOBS17_30	1	1	0	0	0	1	1	1	1							
AC1KRY_001318	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001321	AOBS17_30	1	1	0	0	0	1	1	0	0							
AC1KRY_001323	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001324	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001325	AOBS17_30	1	1	1	1	1	1	1	0	0							
AC1KRY_001332	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001335	AOBS17_30	1	1	0	0	1	1	1	1	1							
AC1KRY_001337	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001338	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001343	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001346	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001347	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001349	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001350	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001352	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001353	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001356	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001357	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001358	AOBS17_30	1	0	0	0	0	1	1	1	0							
AC1KRY_001359	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001360	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001361	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001363	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001367	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001368	AOBS17_30	1	0	1	1	1	1	0	1	1							
AC1KRY_001369	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001370	AOBS17_30	1	0	1	1	1	1	0	0	1							
AC1KRY_001371	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001378	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001381	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001387	AOBS17_30	1	1	1	1	1	1	0	1	0							
AC1KRY_001388	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001398	AOBS17_30	1	1	0	0	0	1	0	1	0							
AC1KRY_001399	AOBS17_30	1	1	0	1	0	1	0	1	0							
AC1KRY_004916	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004920	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004921	AOBS17_30	1	1	0	0	0	1	1	1	0							
AC1KRY_004923	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004924	AOBS17_30	1	1	1	0	1	1	0	0	1							
AC1KRY_004927	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004929	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004930	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004932	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004936	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_004937	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_004940	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004941	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004945	AOBS17_30	1	0	0	1	0	1	1	1	0							
AC1KRY_004947	AOBS17_30	1	0	1	0	0	1	0	0	1							
AC1KRY_004948	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004949	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_004953	AOBS17_30	1	1	1	1	0	1	1	0	1							
AC1KRY_004954	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004957	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004960	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_004961	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004963	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004966	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004967	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004968	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_004970	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004971	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_004973	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004975	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004979	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004980	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004981	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004983	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004985	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004986	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004987	AOBS17_30	1	1	0	0	0	1	1	1	0							
AC1KRY_004991	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_004995	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_005010	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001402	AOBS17_30	1	1	0	0	0	1	1	1	0							
AC1KRY_001404	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001406	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001410	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001419	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001420	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001424	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001427	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001428	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001429	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001430	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001431	AOBS17_30	1	1	0	1	0	1	0	1	0							
AC1KRY_001432	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001433	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001435	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001437	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001438	AOBS17_30	1	0	1	0	1	1	1	1	0							
AC1KRY_001440	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001441	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001442	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001444	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001445	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001446	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001447	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001450	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001451	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001453	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001454	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001455	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001456	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001458	AOBS17_30	1	1	1	1	0	1	0	0	0							
AC1KRY_001460	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001462	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001465	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001466	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001467	AOBS17_30	1	0	1	1	1	1	0	1	1							
AC1KRY_001468	AOBS17_30	1	1	0	0	0	1	0	1	0							
AC1KRY_001469	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001470	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001471	AOBS17_30	1	1	1	1	0	1	1	0	0							
AC1KRY_001473	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001474	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001479	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001483	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001484	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001485	AOBS17_30	1	1	0	0	1	1	0	0	0							
AC1KRY_001486	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_001487	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001488	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_001489	AOBS17_30	1	1	0	1	1	1	1	1	0							
AC1KRY_001490	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001491	AOBS17_30	1	1	0	0	0	1	0	1	0							
AC1KRY_001494	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_001495	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001496	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_001497	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001498	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_005021	AOBS17_30	1	1	0	1	1	1	0	0	1							
AC1KRY_005024	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_005028	AOBS17_30	1	0	1	1	1	1	0	0	1							
AC1KRY_005029	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_005032	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_005033	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_005036	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_005037	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_005038	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_005042	AOBS17_30	1	1	0	1	0	1	1	1	1							
AC1KRY_005047	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_005049	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_005050	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_005054	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_005058	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_005059	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_005062	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001507	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001511	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001513	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001517	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001518	AOBS17_30	1	1	1	1	0	1	0	0	1							
AC1KRY_001519	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001521	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001522	AOBS17_30	1	1	0	0	0	1	0	0	1							
AC1KRY_001525	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001526	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001527	AOBS17_30	1	0	0	0	0	1	1	0	0							
AC1KRY_001529	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001533	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001535	AOBS17_30	1	1	0	1	1	1	0	0	1							
AC1KRY_001536	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001538	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001539	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001540	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001541	AOBS17_30	1	0	0	0	0	1	0	0	0							
AC1KRY_001542	AOBS17_30	1	1	1	1	1	1	1	1	0							
AC1KRY_001544	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001547	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001548	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001551	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001552	AOBS17_30	1	0	1	1	1	1	0	0	1							
AC1KRY_001554	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001555	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001556	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001558	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001559	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001560	AOBS17_30	1	1	1	1	0	1	1	1	0							
AC1KRY_001561	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001562	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001563	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001567	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001569	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001570	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001572	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001573	AOBS17_30	1	0	0	0	1	1	1	0	0							
AC1KRY_001574	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001575	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001578	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001580	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001582	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001584	AOBS17_30	1	0	1	1	1	1	0	0	1							
AC1KRY_005069	AOBS17_30	1	1	1	0	1	1	1	1	0							
AC1KRY_005070	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_005071	AOBS17_30	1	0	0	1	0	1	1	1	0							
AC1KRY_005073	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_005074	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001586	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001588	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001589	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001593	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001595	AOBS17_30	1	0	0	0	0	1	1	0	1							
AC1KRY_001596	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001597	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001598	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001600	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001601	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001603	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001604	AOBS17_30	1	1	1	1	0	1	1	1	0							
AC1KRY_001607	AOBS17_30	1	0	0	0	0	1	0	1	0							
AC1KRY_001608	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001609	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001611	AOBS17_30	1	1	1	1	0	1	0	0	0							
AC1KRY_001612	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001613	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001616	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001617	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001622	AOBS17_30	1	0	0	0	0	1	0	1	0							
AC1KRY_001623	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001624	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001625	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001633	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001634	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001636	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001638	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001639	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001640	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001642	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001643	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001644	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001650	AOBS17_30	1	0	0	0	0	1	1	0	0							
AC1KRY_001652	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001653	AOBS17_30	1	1	0	0	0	1	0	0	1							
AC1KRY_001654	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001656	AOBS17_30	1	1	1	0	1	1	0	0	1							
AC1KRY_001679	AOBS17_30	1	0	0	0	1	1	0	0	0							
AC1KRY_001686	AOBS17_30	1	0	1	1	1	1	0	0	1							
AC1KRY_001687	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001688	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001690	AOBS17_30	1	1	0	1	1	1	0	0	1							
AC1KRY_001694	AOBS17_30	1	0	0	0	0	1	1	1	0							
AC1KRY_001695	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001696	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001703	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001707	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001708	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001709	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001712	AOBS17_30	1	1	1	1	1	1	0	0	0							
AC1KRY_001715	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001716	AOBS17_30	1	1	0	0	1	1	0	0	0							
AC1KRY_001718	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001724	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001725	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001727	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001731	AOBS17_30	1	1	1	0	1	1	0	1	1							
AC1KRY_001732	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001733	AOBS17_30	1	1	1	1	0	1	0	1	1							
AC1KRY_001736	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001737	AOBS17_30	1	1	0	0	0	1	1	0	1							
AC1KRY_001747	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001748	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001755	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001756	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001758	AOBS17_30	1	1	1	1	1	1	0	1	0							
AC1KRY_001759	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001760	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001761	AOBS17_30	1	1	0	0	0	1	1	0	0							
AC1KRY_001763	AOBS17_30	1	1	0	0	0	1	0	0	0							
AC1KRY_001764	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001768	AOBS17_30	1	0	1	1	1	1	1	1	1							
AC1KRY_001769	AOBS17_30	1	1	1	1	1	1	1	0	1							
AC1KRY_001771	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001773	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001780	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001782	AOBS17_30	1	1	1	1	1	1	0	1	1							
AC1KRY_001783	AOBS17_30	1	1	1	1	1	1	0	0	1							
AC1KRY_001784	AOBS17_30	1	1	1	1	1	1	1	1	1							
AC1KRY_001785	AOBS17_30	1	1	0	0	0	1	1	1	0							
AC1KRY_001786	AOBS17_30	1	1	1	1	1	1	1	1	1							
